po_number,po_item,company_code,plant,creation_date,ekkn_kostl,cost_center,func_area,func_area_txt
4805007047,80,4100,3200,20190718,1020867,1020867,20,Legal
4805007048,10,1000,2100,20210310,1015004,1015004,15,EHSS
4805007048,20,2000,1100,20190813,1012041,1012041,12,Information Technology
4805007048,30,3000,1031,20181204,1020078,1020078,20,Legal
4805007048,40,4100,4100,20170905,1009115,1009115,9,Executive Office
4805007049,50,1000,1100,20211111,1030152,1030152,30,Digitization
4805007049,60,2000,1000,20250215,1027189,1027189,27,Manufacturing Support
4805007049,70,3000,1031,20191116,1027226,1027226,27,Manufacturing Support
4805007049,80,4100,2100,20231204,1015263,1015263,15,EHSS
4805007050,10,1000,1031,20260818,1020300,1020300,20,Legal
4805007050,20,2000,4100,20201112,1009337,1009337,9,Executive Office
4805007050,30,3000,4100,20200523,1009374,1009374,9,Executive Office
4805007050,40,4100,1031,20250404,1028411,1028411,28,SS Global Procurement
4805007051,50,1000,1033,20200423,1012448,1012448,12,Information Technology
4805007051,60,2000,1000,20251114,1027485,1027485,27,Manufacturing Support
4805007051,70,3000,3200,20241124,1030522,1030522,30,Digitization
4805007051,80,4100,10M2,20190611,1025559,1025559,25,Human Resources
4805007052,10,1000,1000,20250122,1025596,1025596,25,Human Resources
4805007052,20,2000,4100,20260911,1015633,1015633,15,EHSS
4805007052,30,3000,10M2,20220805,1027670,1027670,27,Manufacturing Support
4805007052,40,4100,10M1,20220316,1020707,1020707,20,Legal
4805007053,50,1000,3200,20220811,1020744,1020744,20,Legal
4805007053,60,2000,3200,20170204,1035781,1035781,35,Sales & Marketing
4805007053,70,3000,1031,20210405,1027818,1027818,27,Manufacturing Support
4805007053,80,4100,1100,20171117,1012855,1012855,12,Information Technology
4805007054,10,1000,1000,20231218,1027892,1027892,27,Manufacturing Support
4805007054,20,2000,1031,20230523,1015029,1015029,15,EHSS
4805007054,30,3000,1033,20231007,1014066,1014066,14,SS Facility Mgt
4805007054,40,4100,1031,20210824,1014103,1014103,14,SS Facility Mgt
4805007055,50,1000,3200,20181018,1028140,1028140,28,SS Global Procurement
4805007055,60,2000,1100,20180624,1035177,1035177,35,Sales & Marketing
4805007055,70,3000,1031,20200417,1017214,1017214,17,Technology & Innovation
4805007055,80,4100,1000,20260228,1027251,1027251,27,Manufacturing Support
4805007056,10,1000,3200,20200321,1027288,1027288,27,Manufacturing Support
4805007056,20,2000,10M2,20250212,1028325,1028325,28,SS Global Procurement
4805007056,30,3000,1000,20250106,1012362,1012362,12,Information Technology
4805007056,40,4100,1100,20220425,1023399,1030584,23,Corporate Affairs
4805007057,50,1000,3200,20260515,1023436,1023436,23,Corporate Affairs
4805007057,60,2000,1000,20231104,1028473,1028473,28,SS Global Procurement
4805007057,70,3000,3200,20180121,1035510,1035510,35,Sales & Marketing
4805007057,80,4100,1033,20190818,1027547,1027547,27,Manufacturing Support
4805007058,10,1000,1000,20250207,1035584,1035584,35,Sales & Marketing
4805007058,20,2000,2100,20250803,1023621,1023621,23,Corporate Affairs
4805007058,30,3000,10M1,20241014,1030658,1030658,30,Digitization
4805007058,40,4100,1033,20241114,1020695,1020695,20,Legal
4805007059,50,1000,3200,20260411,1027732,1027732,27,Manufacturing Support
4805007059,60,2000,3200,20221113,1012769,1012769,12,Information Technology
4805007059,70,3000,2100,20221218,1025806,1025806,25,Human Resources
4805007059,80,4100,3200,20210219,1030843,1030843,30,Digitization
4805007060,10,1000,2100,20200119,1017880,1017880,17,Technology & Innovation
4805007060,20,2000,1033,20171103,1030017,1030017,30,Digitization
4805007060,30,3000,3200,20260416,1020054,1020054,20,Legal
4805007060,40,4100,4100,20220123,1028091,1028091,28,SS Global Procurement
4805007061,50,1000,10M1,20220915,1009128,1009128,9,Executive Office
4805007061,60,2000,1100,20251010,1027165,1027165,27,Manufacturing Support
4805007061,70,3000,10M2,20170311,1012202,1012202,12,Information Technology
4805007061,80,4100,1000,20200406,1015239,1015239,15,EHSS
4805007062,10,1000,3200,20260905,1012276,1012276,12,Information Technology
4805007062,20,2000,3200,20170503,1027313,1027313,27,Manufacturing Support
4805007062,30,3000,3200,20180115,1023350,1023350,23,Corporate Affairs
4805007062,40,4100,1031,20181015,1020387,1020387,20,Legal
4805007063,50,1000,3200,20260902,1032424,1032424,32,Supply Chain
4805007063,60,2000,4100,20201006,1030461,1030461,30,Digitization
4805007063,70,3000,1000,20230411,1028498,1028498,28,SS Global Procurement
4805007063,80,4100,1033,20251114,1017535,1017535,17,Technology & Innovation
4805007064,10,1000,2100,20171107,1009572,1009572,9,Executive Office
4805007064,20,2000,1033,20250427,1025609,1025609,25,Human Resources
4805007064,30,3000,1033,20231220,1035646,1035646,35,Sales & Marketing
4805007064,40,4100,1033,20190210,1012683,1012683,12,Information Technology
4805007065,50,1000,1031,20221009,1010720,1010720,10,Finance
4805007065,60,2000,10M2,20230322,1014757,1014757,14,SS Facility Mgt
4805007065,70,3000,10M2,20210123,1027794,1027794,27,Manufacturing Support
4805007065,80,4100,2100,20230124,1028831,1028831,28,SS Global Procurement
4805007066,10,1000,3200,20221223,1023868,1023868,23,Corporate Affairs
4805007066,20,2000,10M2,20180511,1012005,1012005,12,Information Technology
4805007066,30,3000,1033,20170214,1015042,1015042,15,EHSS
4805007066,40,4100,10M2,20230614,1014079,1014079,14,SS Facility Mgt
4805007067,50,1000,1100,20260914,1014116,1014116,14,SS Facility Mgt
4805007067,60,2000,10M1,20260201,1014153,1014153,14,SS Facility Mgt
4805007067,70,3000,1031,20200627,1012190,1012190,12,Information Technology
4805007067,80,4100,1033,20201109,1028227,1028227,28,SS Global Procurement
4805007068,10,1000,2100,20220722,1030264,1030264,30,Digitization
4805007068,20,2000,1033,20220805,1012301,1012301,12,Information Technology
4805007068,30,3000,4100,20171004,1017338,1017338,17,Technology & Innovation
4805007068,40,4100,1033,20190503,1027375,1027375,27,Manufacturing Support
4805007069,50,1000,1000,20200412,1010412,1010412,10,Finance
4805007069,60,2000,1033,20250114,1030449,1030449,30,Digitization
4805007069,70,3000,1100,20221218,1014486,1014486,14,SS Facility Mgt
4805007069,80,4100,1100,20180125,1012523,1012523,12,Information Technology
4805007070,10,1000,3200,20170325,1012560,1012560,12,Information Technology
4805007070,20,2000,10M2,20181019,1012597,1012597,12,Information Technology
4805007070,30,3000,3200,20200911,1017634,1017634,17,Technology & Innovation
4805007070,40,4100,1100,20230303,1020671,1020671,20,Legal
4805007071,50,1000,1000,20181113,1017708,1017708,17,Technology & Innovation
4805007071,60,2000,1000,20220912,1009745,1009745,9,Executive Office
4805007071,70,3000,1031,20231216,1017782,1017782,17,Technology & Innovation
4805007071,80,4100,1000,20210222,1015819,1015819,15,EHSS
4805007072,10,1000,4100,20240901,1027856,1027856,27,Manufacturing Support
4805007072,20,2000,10M2,20200615,1035893,1035893,35,Sales & Marketing
4805007072,30,3000,10M2,20190308,1009030,1009030,9,Executive Office
4805007072,40,4100,1100,20180720,1030067,1030067,30,Digitization
4805007073,50,1000,10M2,20190327,1012104,1012104,12,Information Technology
4805007073,60,2000,1031,20260827,1028141,1028141,28,SS Global Procurement
4805007073,70,3000,3200,20220614,1010178,1010178,10,Finance
4805007073,80,4100,10M2,20251218,1015215,1015215,15,EHSS
4805007074,10,1000,1100,20171207,1012252,1012252,12,Information Technology
4805007074,20,2000,1000,20240619,1025289,1025289,25,Human Resources
4805007074,30,3000,1033,20260717,1027326,1027326,27,Manufacturing Support
4805007074,40,4100,10M2,20170319,1027363,1027363,27,Manufacturing Support
4805007075,50,1000,4100,20220921,1028400,1028400,28,SS Global Procurement
4805007075,60,2000,10M1,20230320,1027437,1027437,27,Manufacturing Support
4805007075,70,3000,10M1,20240426,1032474,1032474,32,Supply Chain
4805007075,80,4100,2100,20190812,1012511,1012511,12,Information Technology
4805007076,10,1000,4100,20230527,1035548,1035548,35,Sales & Marketing
4805007076,20,2000,1031,20220811,1028585,1028585,28,SS Global Procurement
4805007076,30,3000,1000,20251018,1012622,1012622,12,Information Technology
4805007076,40,4100,10M2,20190907,1027659,1027659,27,Manufacturing Support
4805007077,50,1000,1000,20220524,1010696,1010696,10,Finance
4805007077,60,2000,1033,20251107,1032733,1032733,32,Supply Chain
4805007077,70,3000,1100,20201212,1030770,1030770,30,Digitization
4805007077,80,4100,1031,20260822,1012807,1012807,12,Information Technology
4805007078,10,1000,4100,20260303,1023844,1023844,23,Corporate Affairs
4805007078,20,2000,1100,20260628,1025881,1025881,25,Human Resources
4805007078,30,3000,10M1,20170313,1012018,1012018,12,Information Technology
4805007078,40,4100,10M1,20250519,1010055,1010055,10,Finance
4805007079,50,1000,10M2,20200625,1027092,1027092,27,Manufacturing Support
4805007079,60,2000,1033,20240418,1017129,1017129,17,Technology & Innovation
4805007079,70,3000,2100,20230815,1023166,1023166,23,Corporate Affairs
4805007079,80,4100,1000,20230322,1015203,1015203,15,EHSS
4805007080,10,1000,3200,20260104,1015240,1015240,15,EHSS
4805007080,20,2000,1000,20181124,1027277,1027277,27,Manufacturing Support
4805007080,30,3000,1100,20210702,1028314,1028314,28,SS Global Procurement
4805007080,40,4100,1031,20201127,1035351,1035351,35,Sales & Marketing
4805007081,50,1000,1000,20181118,1030388,1023573,30,Digitization
4805007081,60,2000,10M2,20260620,1012425,1012425,12,Information Technology
4805007081,70,3000,10M1,20190503,1035462,1035462,35,Sales & Marketing
4805007081,80,4100,1100,20201102,1027499,1027499,27,Manufacturing Support
4805007082,10,1000,1000,20210422,1009536,1009536,9,Executive Office
4805007082,20,2000,10M2,20230607,1030573,1030573,30,Digitization
4805007082,30,3000,2100,20170409,1010610,1010610,10,Finance
4805007082,40,4100,2100,20230409,1035647,1035647,35,Sales & Marketing
4805007083,50,1000,10M1,20170513,1028684,1028684,28,SS Global Procurement
4805007083,60,2000,10M2,20241110,1015721,1015721,15,EHSS
4805007083,70,3000,1033,20240627,1025758,1025758,25,Human Resources
4805007083,80,4100,3200,20191206,1010795,1010795,10,Finance
4805007084,10,1000,1000,20230217,1012832,1012832,12,Information Technology
4805007084,20,2000,1033,20260807,1023869,1023869,23,Corporate Affairs
4805007084,30,3000,4100,20201027,1020006,1020006,20,Legal
4805007084,40,4100,1000,20200125,1028043,1028043,28,SS Global Procurement
4805007085,50,1000,2100,20260308,1027080,1027080,27,Manufacturing Support
4805007085,60,2000,10M1,20241007,1012117,1012117,12,Information Technology
4805007085,70,3000,10M2,20180406,1023154,1023154,23,Corporate Affairs
4805007085,80,4100,4100,20220917,1025191,1025191,25,Human Resources
4805007086,10,1000,1100,20261026,1015228,1015228,15,EHSS
4805007086,20,2000,10M2,20250316,1028265,1028265,28,SS Global Procurement
4805007086,30,3000,10M2,20240810,1030302,1030302,30,Digitization
4805007086,40,4100,1100,20250721,1012339,1012339,12,Information Technology
4805007087,50,1000,3200,20251214,1030376,1030376,30,Digitization
4805007087,60,2000,2100,20251102,1028413,1028413,28,SS Global Procurement
4805007087,70,3000,3200,20210105,1027450,1027450,27,Manufacturing Support
4805007087,80,4100,10M1,20220520,1015487,1015487,15,EHSS
4805007088,10,1000,1031,20171024,1017524,1017524,17,Technology & Innovation
4805007088,20,2000,2100,20220204,1027561,1027561,27,Manufacturing Support
4805007088,30,3000,10M1,20260126,1014598,1014598,14,SS Facility Mgt
4805007088,40,4100,10M2,20170408,1023635,1023635,23,Corporate Affairs
4805007089,50,1000,10M2,20210819,1028672,1028672,28,SS Global Procurement
4805007089,60,2000,4100,20220308,1009709,1009709,9,Executive Office
4805007089,70,3000,4100,20190108,1012746,1012746,12,Information Technology
4805007089,80,4100,10M1,20250805,1014783,1014783,14,SS Facility Mgt
4805007090,10,1000,3200,20241110,1030820,1030820,30,Digitization
4805007090,20,2000,4100,20190228,1030857,1030857,30,Digitization
4805007090,30,3000,3200,20231016,1012894,1012894,12,Information Technology
4805007090,40,4100,2100,20210123,1028031,1028031,28,SS Global Procurement
4805007091,50,1000,3200,20210715,1014068,1014068,14,SS Facility Mgt
4805007091,60,2000,10M2,20230424,1014105,1014105,14,SS Facility Mgt
4805007091,70,3000,3200,20190705,1027142,1027142,27,Manufacturing Support
4805007091,80,4100,1100,20200907,1030179,1030179,30,Digitization
4805007092,10,1000,3200,20220625,1009216,1009216,9,Executive Office
4805007092,20,2000,1031,20220210,1012253,1012253,12,Information Technology
4805007092,30,3000,2100,20250210,1014290,1014290,14,SS Facility Mgt
4805007092,40,4100,1031,20240125,1010327,1010327,10,Finance
4805007093,50,1000,3200,20200602,1012364,1012364,12,Information Technology
4805007093,60,2000,10M1,20261109,1028401,1028401,28,SS Global Procurement
4805007093,70,3000,1033,20230724,1023438,1023438,23,Corporate Affairs
4805007093,80,4100,3200,20200218,1017475,1017475,17,Technology & Innovation
4805007094,10,1000,1000,20240609,1009512,1009512,9,Executive Office
4805007094,20,2000,10M2,20220919,1028549,1028549,28,SS Global Procurement
4805007094,30,3000,2100,20240405,1009586,1009586,9,Executive Office
4805007094,40,4100,3200,20170521,1027623,1027623,27,Manufacturing Support
4805007095,50,1000,1100,20170124,1012660,1012660,12,Information Technology
4805007095,60,2000,3200,20190619,1028697,1028697,28,SS Global Procurement
4805007095,70,3000,4100,20210916,1030734,1030734,30,Digitization
4805007095,80,4100,4100,20220827,1025771,1025771,25,Human Resources
4805007096,10,1000,1100,20180313,1015808,1015808,15,EHSS
4805007096,20,2000,,20230910,1020845,1020845,20,Legal
4805007096,30,3000,2100,20200604,1030882,1030882,30,Digitization
4805007096,40,4100,1000,20190423,1014019,1014019,14,SS Facility Mgt
4805007097,50,1000,1100,20220123,1032056,1032056,32,Supply Chain
4805007097,60,2000,10M1,20180910,1027093,1027093,27,Manufacturing Support
4805007097,70,3000,2100,20200423,1028130,1028130,28,SS Global Procurement
4805007097,80,4100,2100,20170311,1012167,1012167,12,Information Technology
4805007098,10,1000,3200,20170219,1027204,1027204,27,Manufacturing Support
4805007098,20,2000,1031,20241017,1010241,1010241,10,Finance
4805007098,30,3000,10M1,20260124,1035278,1035278,35,Sales & Marketing
4805007098,40,4100,3200,20231207,1027315,1027315,27,Manufacturing Support
4805007099,50,1000,1033,20220910,1025352,1025352,25,Human Resources
4805007099,60,2000,4100,20231001,1030389,1030389,30,Digitization
4805007099,70,3000,4100,20180811,1032426,1032426,32,Supply Chain
4805007099,80,4100,2100,20191123,1010463,1010463,10,Finance
4805007100,10,1000,10M1,20231228,1023500,1023500,23,Corporate Affairs
4805007100,20,2000,1031,20191006,1017537,1017537,17,Technology & Innovation
4805007100,30,3000,10M1,20250805,1012574,1012574,12,Information Technology
4805007100,40,4100,1100,20260719,1030611,1030611,30,Digitization
4805007101,50,1000,2100,20260919,1015648,1015648,15,EHSS
4805007101,60,2000,1033,20231123,1027685,1027685,27,Manufacturing Support
4805007101,70,3000,1033,20170414,1032722,1032722,32,Supply Chain
4805007101,80,4100,1100,20250717,1028759,1028759,28,SS Global Procurement
4805007102,10,1000,1000,20230108,1020796,1020796,20,Legal
4805007102,20,2000,1100,20180118,1017833,1017833,17,Technology & Innovation
4805007102,30,3000,2100,20250808,1035870,1035870,35,Sales & Marketing
4805007102,40,4100,1100,20190821,1020007,1020007,20,Legal
4805007103,50,1000,4100,20230515,1017044,1017044,17,Technology & Innovation
4805007103,60,2000,1031,20180116,1012081,1012081,12,Information Technology
4805007103,70,3000,10M1,20261208,1017118,1017118,17,Technology & Innovation
4805007103,80,4100,1100,20170412,1020155,1020155,20,Legal
4805007104,10,1000,3200,20181203,1017192,1017192,17,Technology & Innovation
4805007104,20,2000,10M2,20200621,1020229,1020229,20,Legal
4805007104,30,3000,1031,20230315,1027266,1027266,27,Manufacturing Support
4805007104,40,4100,1033,20240309,1012303,1012303,12,Information Technology
4805007105,50,1000,1033,20191216,1014340,1014340,14,SS Facility Mgt
4805007105,60,2000,1033,20180910,1030377,1009562,30,Digitization
4805007105,70,3000,10M2,20221011,1015414,1015414,15,EHSS
4805007105,80,4100,1000,20251019,1030451,1030451,30,Digitization
4805007106,10,1000,1033,20240902,1012488,1012488,12,Information Technology
4805007106,20,2000,10M2,20250115,1032525,1032525,32,Supply Chain
4805007106,30,3000,3200,20260920,1030562,1030562,30,Digitization
4805007106,40,4100,2100,20260719,1020599,1020599,20,Legal
4805007107,50,1000,1000,20250815,1017636,1017636,17,Technology & Innovation
4805007107,60,2000,3200,20220314,1017673,1017673,17,Technology & Innovation
4805007107,70,3000,1033,20240321,1014710,1014710,14,SS Facility Mgt
4805007107,80,4100,2100,20260706,1027747,1027747,27,Manufacturing Support
4805007108,10,1000,10M1,20221023,1030784,1030784,,
4805007108,20,2000,10M1,20191126,1035821,1035821,35,Sales & Marketing
4805007108,30,3000,1100,20231216,1020858,1020858,20,Legal
4805007108,40,4100,4100,20210327,1012895,1012895,12,Information Technology
4805007109,50,1000,10M1,20200326,1025032,1025032,25,Human Resources
4805007109,60,2000,1031,20230927,1015069,1015069,15,EHSS
4805007109,70,3000,1000,20200426,1009106,1009106,9,Executive Office
4805007109,80,4100,4100,20181207,1025143,1025143,25,Human Resources
4805007110,10,1000,4100,20180127,1023180,1023180,23,Corporate Affairs
4805007110,20,2000,10M1,20240314,1028217,1028217,28,SS Global Procurement
4805007110,30,3000,1000,20220604,1023254,1023254,23,Corporate Affairs
4805007110,40,4100,1100,20260721,1030291,1030291,30,Digitization
4805007111,50,1000,3200,20171013,1027328,1027328,27,Manufacturing Support
4805007111,60,2000,3200,20220919,1035365,1035365,35,Sales & Marketing
4805007111,70,3000,3200,20180909,1012402,1012402,12,Information Technology
4805007111,80,4100,10M1,20261015,1017439,1017439,17,Technology & Innovation
4805007112,10,1000,10M2,20180102,1035476,1035476,35,Sales & Marketing
4805007112,20,2000,2100,20241111,1020513,1020513,20,Legal
4805007112,30,3000,1033,20190902,1025550,1025550,25,Human Resources
4805007112,40,4100,1031,20250223,1010587,1010587,10,Finance
4805007113,50,1000,2100,20190503,1017624,1017624,17,Technology & Innovation
4805007113,60,2000,2100,20220413,1012661,1012661,12,Information Technology
4805007113,70,3000,1000,20181213,1020698,1020698,20,Legal
4805007113,80,4100,1031,20181202,1010735,1010735,10,Finance
4805007114,10,1000,3200,20261004,1015772,1015772,15,EHSS
4805007114,20,2000,10M2,20230525,1012809,1012809,12,Information Technology
4805007114,30,3000,10M1,20220725,1028846,1028846,28,SS Global Procurement
4805007114,40,4100,1033,20240913,1030883,1030883,30,Digitization
4805007115,50,1000,1100,20250214,1014020,1014020,14,SS Facility Mgt
4805007115,60,2000,2100,20230113,1027057,1027057,27,Manufacturing Support
4805007115,70,3000,1033,20211015,1030094,1030094,30,Digitization
4805007115,80,4100,10M1,20191005,1030131,1030131,30,Digitization
4805007116,10,1000,10M2,20200320,1027168,1027168,27,Manufacturing Support
4805007116,20,2000,1100,20230210,1017205,1017205,17,Technology & Innovation
4805007116,30,3000,1031,20221117,1028242,1028242,28,SS Global Procurement
4805007116,40,4100,1100,20240912,1035279,1035279,35,Sales & Marketing
4805007117,50,1000,1100,20241203,1012316,1012316,12,Information Technology
4805007117,60,2000,2100,20240504,1027353,1027353,27,Manufacturing Support
4805007117,70,3000,4100,20180120,1027390,1027390,27,Manufacturing Support
4805007117,80,4100,4100,20200222,1014427,1014427,14,SS Facility Mgt
4805007118,10,1000,10M2,20210926,1025464,1025464,25,Human Resources
4805007118,20,2000,1031,20251205,1027501,1027501,27,Manufacturing Support
4805007118,30,3000,1000,20231004,1030538,1030538,30,Digitization
4805007118,40,4100,1031,20231222,1028575,1028575,28,SS Global Procurement
4805007119,50,1000,3200,20180602,1009612,1009612,9,Executive Office
4805007119,60,2000,10M2,20180806,1012649,1012649,12,Information Technology
4805007119,70,3000,2100,20170110,1028686,1028686,28,SS Global Procurement
4805007119,80,4100,1000,20230819,1012723,1012723,12,Information Technology
4805007120,10,1000,1000,20240421,1023760,1023760,23,Corporate Affairs
4805007120,20,2000,4100,20220306,1030797,1030797,30,Digitization
4805007120,30,3000,1000,20181221,1025834,1025834,25,Human Resources
4805007120,40,4100,2100,20260714,1027871,1027871,27,Manufacturing Support
4805007121,50,1000,4100,20250115,1032008,1032008,32,Supply Chain
4805007121,60,2000,2100,20201214,1020045,1020045,20,Legal
4805007121,70,3000,10M2,20260713,1032082,1032082,32,Supply Chain
4805007121,80,4100,1033,20170717,1035119,1035119,35,Sales & Marketing
4805007122,10,1000,2100,20190517,1015156,1015156,15,EHSS
4805007122,20,2000,1000,20240418,1012193,1012193,12,Information Technology
4805007122,30,3000,1000,20191004,1012230,1012230,12,Information Technology
4805007122,40,4100,2100,20220920,1012267,1012267,12,Information Technology
4805007123,50,1000,4100,20180219,1028304,1028304,28,SS Global Procurement
4805007123,60,2000,1100,20260803,1032341,1032341,32,Supply Chain
4805007123,70,3000,10M1,20220902,1020378,1020378,20,Legal
4805007123,80,4100,10M1,20230706,1009415,1009415,9,Executive Office
4805007124,10,1000,1000,20210911,1027452,1027452,27,Manufacturing Support
4805007124,20,2000,1033,20220928,1025489,1025489,25,Human Resources
4805007124,30,3000,10M2,20191012,1027526,1027526,27,Manufacturing Support
4805007124,40,4100,1033,20190427,1020563,1020563,20,Legal
4805007125,50,1000,10M2,20250210,1030600,1030600,30,Digitization
4805007125,60,2000,1031,20240128,1012637,1012637,12,Information Technology
4805007125,70,3000,10M2,20251002,1014674,1014674,14,SS Facility Mgt
4805007125,80,4100,1033,20240217,1009711,1009711,9,Executive Office
4805007126,10,1000,10M1,20170805,1015748,1015748,15,EHSS
4805007126,20,2000,1000,20210909,1028785,1028785,28,SS Global Procurement
4805007126,30,3000,1031,20190207,1028822,1028822,28,SS Global Procurement
4805007126,40,4100,3200,20251021,1017859,1017859,17,Technology & Innovation
4805007127,50,1000,3200,20261220,1020896,1020896,20,Legal
4805007127,60,2000,10M2,20200713,1027033,1027033,27,Manufacturing Support
4805007127,70,3000,1100,20190916,1010070,1010070,10,Finance
4805007127,80,4100,10M2,20240316,1009107,1009107,9,Executive Office
4805007128,10,1000,1100,20200121,1012144,1012144,12,Information Technology
4805007128,20,2000,4100,20170309,1010181,1010181,10,Finance
4805007128,30,3000,2100,20250516,1025218,1025218,25,Human Resources
4805007128,40,4100,1031,20200621,1020255,1020255,20,Legal
4805007129,50,1000,10M1,20231008,1009292,1009292,9,Executive Office
4805007129,60,2000,10M2,20180508,1030329,1030329,30,Digitization
4805007129,70,3000,10M2,20250218,1032366,1020551,32,Supply Chain
4805007129,80,4100,1031,20251101,1030403,1030403,30,Digitization
4805007130,10,1000,10M2,20250920,1028440,1028440,28,SS Global Procurement
4805007130,20,2000,1000,20190224,1010477,1010477,10,Finance
4805007130,30,3000,10M2,20231203,1027514,1027514,27,Manufacturing Support
4805007130,40,4100,10M2,20241228,1012551,1012551,12,Information Technology
4805007131,50,1000,1000,20180311,1012588,1012588,12,Information Technology
4805007131,60,2000,3200,20220927,1009625,1009625,9,Executive Office
4805007131,70,3000,1033,20180823,1028662,1028662,28,SS Global Procurement
4805007131,80,4100,1100,20200513,1025699,1025699,25,Human Resources
4805007132,10,1000,1031,20230803,1030736,1030736,30,Digitization
4805007132,20,2000,1033,20220218,1015773,1015773,15,EHSS
4805007132,30,3000,10M2,20251110,1009810,1009810,9,Executive Office
4805007132,40,4100,1033,20220713,1030847,1030847,30,Digitization
4805007133,50,1000,1033,20250208,1012884,1012884,12,Information Technology
4805007133,60,2000,10M2,20230826,1028021,1028021,28,SS Global Procurement
4805007133,70,3000,1033,20240708,1012058,1012058,12,Information Technology
4805007133,80,4100,1100,20211202,1027095,1027095,27,Manufacturing Support
4805007134,10,1000,4100,20180822,1030132,1030132,30,Digitization
4805007134,20,2000,4100,20180224,1017169,1017169,17,Technology & Innovation
4805007134,30,3000,4100,20230311,1030206,1030206,30,Digitization
4805007134,40,4100,1100,20170523,1017243,1017243,17,Technology & Innovation
4805007135,50,1000,2100,20220701,1032280,1032280,32,Supply Chain
4805007135,60,2000,1033,20240802,1012317,1012317,12,Information Technology
4805007135,70,3000,10M2,20220902,1020354,1020354,20,Legal
4805007135,80,4100,2100,20170418,1028391,1028391,28,SS Global Procurement
4805007136,10,1000,1100,20170413,1028428,1028428,28,SS Global Procurement
4805007136,20,2000,1033,20170311,1012465,1012465,12,Information Technology
4805007136,30,3000,2100,20240606,1030502,1030502,30,Digitization
4805007136,40,4100,4100,20210519,1009539,1009539,9,Executive Office
4805007137,50,1000,2100,20240516,1027576,1027576,27,Manufacturing Support
4805007137,60,2000,4100,20190322,1028613,1028613,28,SS Global Procurement
4805007137,70,3000,1000,20200623,1014650,1014650,14,SS Facility Mgt
4805007137,80,4100,1000,20240101,1014687,1014687,14,SS Facility Mgt
4805007138,10,1000,10M2,20240714,1015724,1015724,15,EHSS
4805007138,20,2000,10M1,20240513,1028761,1028761,28,SS Global Procurement
4805007138,30,3000,10M1,20241204,1028798,1028798,28,SS Global Procurement
4805007138,40,4100,1000,20200509,1027835,1027835,27,Manufacturing Support
4805007139,50,1000,1000,20241214,1012872,1012872,12,Information Technology
4805007139,60,2000,3200,20200222,1030009,1030009,30,Digitization
4805007139,70,3000,1031,20200711,1032046,1032046,32,Supply Chain
4805007139,80,4100,1033,20201210,1017083,1017083,17,Technology & Innovation
4805007140,10,1000,4100,20230722,1028120,1028120,28,SS Global Procurement
4805007140,20,2000,1033,20190206,1027157,1027157,27,Manufacturing Support
4805007140,30,3000,10M2,20201128,1028194,1028194,28,SS Global Procurement
4805007140,40,4100,1033,20260226,1025231,1025231,25,Human Resources
4805007141,50,1000,1000,20250918,1035268,1035268,35,Sales & Marketing
4805007141,60,2000,2100,20210201,1014305,1014305,14,SS Facility Mgt
4805007141,70,3000,1033,20210308,1023342,1023342,23,Corporate Affairs
4805007141,80,4100,3200,20210616,1012379,1012379,12,Information Technology
4805007142,10,1000,10M1,20180808,1032416,1032416,32,Supply Chain
4805007142,20,2000,3200,20200407,1035453,1035453,35,Sales & Marketing
4805007142,30,3000,1031,20220302,1028490,1028490,28,SS Global Procurement
4805007142,40,4100,1033,20200707,1027527,1027527,27,Manufacturing Support
4805007143,50,1000,1033,20210719,1027564,1027564,27,Manufacturing Support
4805007143,60,2000,1100,20211101,1015601,1015601,15,EHSS
4805007143,70,3000,1000,20191025,1027638,1027638,27,Manufacturing Support
4805007143,80,4100,1100,20260109,1020675,1020675,20,Legal
4805007144,10,1000,10M2,20251123,1030712,1030712,30,Digitization
4805007144,20,2000,10M2,20201008,1028749,1028749,28,SS Global Procurement
4805007144,30,3000,4100,20260806,1012786,1012786,12,Information Technology
4805007144,40,4100,4100,20201017,1009823,1009823,9,Executive Office
4805007145,50,1000,1100,20181218,1020860,1020860,20,Legal
4805007145,60,2000,1031,20240624,1025897,1025897,25,Human Resources
4805007145,70,3000,4100,20170515,1012034,1012034,12,Information Technology
4805007145,80,4100,1033,20251009,1028071,1028071,28,SS Global Procurement
4805007146,10,1000,2100,20220515,1023108,1023108,23,Corporate Affairs
4805007146,20,2000,10M2,20250114,1030145,1030145,30,Digitization
4805007146,30,3000,10M1,20181211,1010182,1010182,10,Finance
4805007146,40,4100,1100,20210414,1027219,1027219,27,Manufacturing Support
4805007147,50,1000,1100,20190201,1023256,1023256,23,Corporate Affairs
4805007147,60,2000,10M2,20220522,1012293,1012293,12,Information Technology
4805007147,70,3000,10M1,20261123,1027330,1027330,27,Manufacturing Support
4805007147,80,4100,3200,20251127,1017367,1017367,17,Technology & Innovation
4805007148,10,1000,10M1,20180805,1020404,1020404,20,Legal
4805007148,20,2000,10M1,20201223,1027441,1027441,27,Manufacturing Support
4805007148,30,3000,10M2,20231125,1028478,1028478,28,SS Global Procurement
4805007148,40,4100,2100,20220905,1030515,1030515,30,Digitization
4805007149,50,1000,1031,20231102,1035552,1035552,35,Sales & Marketing
4805007149,60,2000,4100,20190903,1023589,1023589,23,Corporate Affairs
