po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805008016,10,1000,1000,20180805,1015168,15,EHSS
4805008016,40,4100,10M1,20241103,1032279,32,Supply Chain
4509003563,30,4100,1033,20251112,1012541,12,Information Technology
4805008018,20,2000,1033,20241012,1030501,30,Digitization
4805008019,50,1000,1033,20171116,1012612,12,Information Technology
4805008019,80,4100,10M2,20230111,1028723,28,SS Global Procurement
4805008020,30,3000,1000,20230116,1023834,23,Corporate Affairs
4509003565,80,1000,1031,20251027,1028726,28,SS Global Procurement
4805008022,10,1000,10M2,20191005,1035156,35,Sales & Marketing
4805008022,40,4100,1031,20210327,1030267,30,Digitization
4805008023,70,3000,4100,20251117,1017378,17,Technology & Innovation
4805008024,20,2000,3200,20251024,1027489,27,Manufacturing Support
4509003566,50,2000,3200,20190308,1035011,35,Sales & Marketing
4805008025,80,4100,4100,20220319,1009711,9,Executive Office
4805008026,30,3000,1000,20250226,1027822,27,Manufacturing Support
4805008027,60,2000,3200,20231220,1012033,12,Information Technology
4805008028,10,1000,2100,20210206,1027144,27,Manufacturing Support
4509003568,20,3000,1100,20231009,1027196,27,Manufacturing Support
4805008029,70,3000,1031,20250728,1035366,35,Sales & Marketing
4805008030,20,2000,10M1,20230524,1027492,28,SS Global Procurement
4805008031,50,1000,1000,20251127,1035588,35,Sales & Marketing
4805008031,80,4100,1000,20261102,1023699,23,Corporate Affairs
4509003570,70,4100,10M1,20190308,1030381,30,Digitization
4805008033,60,2000,1100,20191122,1025021,25,Human Resources
4805008034,10,1000,1100,20211226,1027132,27,Manufacturing Support
4805008034,40,4100,2100,20190114,1032243,32,Supply Chain
4805008035,70,3000,1033,20250613,1012354,12,Information Technology
4509003571,40,1000,1033,20220715,1027566,27,Manufacturing Support
4805008037,50,1000,2100,20180721,1030576,30,Digitization
4805008037,80,4100,3200,20180317,1015687,15,EHSS
4805008038,30,3000,10M1,20181019,1030798,30,Digitization
4805008039,60,2000,10M1,20240425,1030009,30,Digitization
4509003573,10,2000,2100,20210122,1010751,10,Finance
4805008040,40,4100,1100,20171214,1025231,25,Human Resources
4805008041,70,3000,1031,20241201,1012342,12,Information Technology
4805008042,20,2000,1000,20240724,1027453,27,Manufacturing Support
4805008043,50,1000,10M1,20220125,1030564,30,Digitization
4509003575,60,3000,1031,20230314,1023036,23,Corporate Affairs
4805008044,30,3000,10M1,20191012,1032786,32,Supply Chain
4805008045,60,2000,1000,20221009,1028897,28,SS Global Procurement
4805008046,10,1000,1031,20211106,1010108,10,Finance
4805008046,40,4100,1000,20170321,1035219,35,Sales & Marketing
4509003576,30,4100,1000,20250416,1009221,9,Executive Office
4805008048,20,2000,10M1,20200308,1009441,9,Executive Office
4805008049,50,1000,1000,20240819,1020552,20,Legal
4805008049,80,4100,4100,20261227,1025663,25,Human Resources
4805008050,30,3000,1033,20240622,1027774,27,Manufacturing Support
4509003578,80,1000,1000,20230718,1015406,15,EHSS
4805008052,10,1000,3200,20230817,1012096,12,Information Technology
4805008052,40,4100,1000,20230603,1025207,25,Human Resources
4805008053,70,3000,1033,20220502,1027318,27,Manufacturing Support
4805008054,20,2000,10M1,20211107,1010429,10,Finance
4509003580,50,2000,1100,20181220,1025591,25,Human Resources
4805008055,80,4100,3200,20170711,1015651,15,EHSS
4805008056,30,3000,4100,20240216,1032762,32,Supply Chain
4805008057,60,2000,1031,20221123,1012873,12,Information Technology
4805008058,10,1000,3200,20221024,1028084,28,SS Global Procurement
4509003581,20,3000,4100,20260513,1012776,12,Information Technology
4805008059,70,3000,1031,20251122,1035306,35,Sales & Marketing
4805008060,20,2000,4100,20261113,1012417,12,Information Technology
4805008061,50,1000,1000,20190804,1028528,28,SS Global Procurement
4805008061,80,4100,1000,20211014,1023639,23,Corporate Affairs
4509003583,70,4100,1031,20210515,1035061,35,Sales & Marketing
4805008063,60,2000,10M2,20190901,1027861,27,Manufacturing Support
4805008064,10,1000,3200,20221007,1012072,12,Information Technology
4805008064,40,4100,2100,20200105,1028183,28,SS Global Procurement
4805008065,70,3000,1100,20200520,1030294,30,Digitization
4509003585,40,1000,1100,20221127,1027246,27,Manufacturing Support
4805008067,50,1000,1100,20240403,1028516,28,SS Global Procurement
4805008067,80,4100,10M1,20190402,1025627,25,Human Resources
4805008068,30,3000,1000,20200513,1012738,12,Information Technology
4805008069,60,2000,1000,20171202,1025849,25,Human Resources
4509003586,10,2000,3200,20190915,1032431,32,Supply Chain
4805008070,40,4100,3200,20201105,1028171,28,SS Global Procurement
4805008071,70,3000,1100,20170105,1035282,35,Sales & Marketing
4805008072,20,2000,4100,20180524,1012393,12,Information Technology
4805008073,50,1000,10M2,20260520,1027504,27,Manufacturing Support
4509003588,60,3000,1000,20220627,1035616,35,Sales & Marketing
4805008074,30,3000,1100,20240102,1020726,20,Legal
4805008075,60,2000,1031,20180813,1027122,12,Information Technology
4805008076,10,1000,3200,20220125,1010048,10,Finance
4805008076,40,4100,2100,20230405,1012159,12,Information Technology
4509003590,30,4100,2100,20201012,1009801,9,Executive Office
4805008078,20,2000,1031,20190902,1035381,35,Sales & Marketing
4805008079,50,1000,1031,20240703,1009492,9,Executive Office
4805008079,80,4100,1100,20180103,1030603,30,Digitization
4805008080,30,3000,2100,20240127,1010714,10,Finance
4509003591,80,1000,1100,20200112,1025086,25,Human Resources
4805008082,10,1000,10M2,20180618,1025036,25,Human Resources
4805008082,40,4100,1031,20220206,1027147,27,Manufacturing Support
4805008083,70,3000,4100,20241227,1028258,28,SS Global Procurement
4805008084,20,2000,1031,20181109,1023369,23,Corporate Affairs
4509003593,50,2000,1033,20261210,1027271,27,Manufacturing Support
4805008085,80,4100,1000,20220427,1030591,30,Digitization
4805008086,30,3000,1100,20190822,1017702,17,Technology & Innovation
4805008087,60,2000,4100,20190812,1032813,32,Supply Chain
4805008088,10,1000,2100,20220905,1035024,35,Sales & Marketing
4509003595,20,3000,1000,20250116,1027456,27,Manufacturing Support
4805008089,70,3000,3200,20240903,1032246,32,Supply Chain
4805008090,20,2000,1000,20180825,1009357,9,Executive Office
4805008091,50,1000,2100,20230325,1012468,12,Information Technology
4805008091,80,4100,3200,20220401,1030579,30,Digitization
4509003596,70,4100,1000,20200604,1012863,30,Digitization
4805008093,60,2000,2100,20191008,1012801,12,Information Technology
4805008094,10,1000,10M1,20170511,1030012,30,Digitization
4805008094,40,4100,3200,20240225,1015123,15,EHSS
4805008095,70,3000,1100,20261015,1035234,35,Sales & Marketing
4509003598,40,1000,4100,20220112,1028826,28,SS Global Procurement
4805008097,50,1000,1031,20221203,1014456,14,SS Facility Mgt
4805008097,80,4100,1033,20181017,1025567,25,Human Resources
4805008098,30,3000,10M2,20250825,1032678,32,Supply Chain
4805008099,60,2000,1031,20190810,1027789,27,Manufacturing Support
4509003600,10,2000,4100,20220928,1012111,12,Information Technology
4805008100,40,4100,10M2,20200512,1025111,25,Human Resources
4805008101,70,3000,10M1,20251115,1012222,12,Information Technology
4805008102,20,2000,1000,20220202,1027333,27,Manufacturing Support
4805008103,50,1000,1000,20190223,1025444,25,Human Resources
4509003601,60,3000,1100,20231228,1030296,30,Digitization
4805008104,30,3000,2100,20260519,1015666,15,EHSS
4805008105,60,2000,1100,20180317,1015777,15,EHSS
4805008106,10,1000,1100,20170711,1017888,17,Technology & Innovation
4805008106,40,4100,1033,20181005,1023099,23,Corporate Affairs
4509003603,30,4100,1100,20240209,1030481,30,Digitization
4805008108,20,2000,1033,20220811,1030321,30,Digitization
4805008109,50,1000,1031,20181116,1028432,28,SS Global Procurement
4805008109,80,4100,3200,20220301,1012543,12,Information Technology
4805008110,30,3000,4100,20250506,1023654,23,Corporate Affairs
4509003605,80,1000,10M2,20180728,1035666,35,Sales & Marketing
4805008112,10,1000,1033,20250314,1027876,27,Manufacturing Support
4805008112,40,4100,1000,20231208,1012087,12,Information Technology
4805008113,70,3000,1000,20220323,1009198,9,Executive Office
4805008114,20,2000,3200,20220818,1012309,12,Information Technology
4509003606,50,2000,4100,20210902,1035851,35,Sales & Marketing
4805008115,80,4100,2100,20250104,1035531,35,Sales & Marketing
4805008116,30,3000,10M2,20201021,1027642,27,Manufacturing Support
4805008117,60,2000,4100,20251023,1010753,10,Finance
4805008118,10,1000,10M1,20220813,1012864,12,Information Technology
4509003608,20,3000,1000,20220518,1035136,35,Sales & Marketing
4805008119,70,3000,10M2,20221101,1014186,14,SS Facility Mgt
4805008120,20,2000,1033,20260220,1020297,20,Legal
4805008121,50,1000,1033,20180627,1012408,12,Information Technology
4805008121,80,4100,4100,20250813,1027519,27,Manufacturing Support
4509003610,70,4100,1100,20201203,1028321,28,SS Global Procurement
4805008123,60,2000,3200,20230315,1009741,9,Executive Office
4805008124,10,1000,1033,20180124,1023852,23,Corporate Affairs
4805008124,40,4100,1031,20240406,1012063,12,Information Technology
4805008125,70,3000,10M1,20260914,1012174,12,Information Technology
4509003611,40,1000,1033,20241115,1030506,30,Digitization
4805008127,50,1000,10M1,20190327,1032396,32,Supply Chain
4805008127,80,4100,3200,20210815,1009507,9,Executive Office
4805008128,30,3000,4100,20220503,1035618,35,Sales & Marketing
4805008129,60,2000,1033,20260520,1030729,30,Digitization
4509003613,10,2000,3200,20250516,1010691,10,Finance
4805008130,40,4100,4100,20201012,1014051,14,SS Facility Mgt
4805008131,70,3000,1033,20190308,1027162,27,Manufacturing Support
4805008132,20,2000,3200,20241105,1010273,10,Finance
4805008133,50,1000,1100,20180213,1015384,15,EHSS
4509003615,60,3000,4100,20181104,1027876,27,Manufacturing Support
4805008134,30,3000,1033,20210228,1012606,12,Information Technology
4805008135,60,2000,10M1,20191119,1030717,30,Digitization
4805008136,10,1000,10M2,20190805,1032828,32,Supply Chain
4805008136,40,4100,1100,20240621,1030039,30,Digitization
4509003616,30,4100,10M1,20210320,1015161,15,EHSS
4805008138,20,2000,1000,20180120,1023261,23,Corporate Affairs
4805008139,50,1000,10M1,20261119,1010372,10,Finance
4805008139,80,4100,3200,20190923,1025483,25,Human Resources
4805008140,30,3000,1033,20231012,1028594,28,SS Global Procurement
4509003618,80,1000,2100,20200607,1012346,12,Information Technology
4805008142,10,1000,3200,20171225,1035816,35,Sales & Marketing
4805008142,40,4100,10M2,20211025,1012027,12,Information Technology
4805008143,70,3000,1100,20230524,1035138,35,Sales & Marketing
4805008144,20,2000,1031,20250217,1023249,23,Corporate Affairs
4509003620,50,2000,3200,20211213,1030531,30,Digitization
4805008145,80,4100,1000,20180917,1014471,14,SS Facility Mgt
4805008146,30,3000,10M1,20200207,1025582,25,Human Resources
4805008147,60,2000,4100,20191002,1028693,28,SS Global Procurement
4805008148,10,1000,10M2,20170716,1035089,17,Technology & Innovation
4509003621,20,3000,1033,20220211,1025716,25,Human Resources
4805008149,70,3000,2100,20190123,1028126,28,SS Global Procurement
4805008150,20,2000,1033,20250209,1009237,9,Executive Office
4805008151,50,1000,1000,20261007,1012348,12,Information Technology
4805008151,80,4100,2100,20221025,1028459,28,SS Global Procurement
4509003623,70,4100,3200,20260214,1035001,35,Sales & Marketing
4805008153,60,2000,4100,20200722,1023681,23,Corporate Affairs
4805008154,10,1000,2100,20190502,1025792,25,Human Resources
4805008154,40,4100,1031,20190624,1012334,9,Executive Office
4805008155,70,3000,1033,20241128,1017114,17,Technology & Innovation
4509003625,40,1000,1100,20261219,1025186,25,Human Resources
4805008157,50,1000,4100,20180221,1035336,35,Sales & Marketing
4805008157,80,4100,4100,20250223,1027447,27,Manufacturing Support
4805008158,30,3000,3200,20180918,1020558,20,Legal
4805008159,60,2000,10M2,20180708,1012669,12,Information Technology
4509003626,10,2000,10M1,20210603,1032371,32,Supply Chain
4805008160,40,4100,1100,20230314,1027891,27,Manufacturing Support
4805008161,70,3000,4100,20170504,1017102,17,Technology & Innovation
4805008162,20,2000,4100,20201008,1030213,30,Digitization
4805008163,50,1000,1100,20240702,1017324,17,Technology & Innovation
4509003628,60,3000,1000,20241019,1020556,20,Legal
4805008164,30,3000,4100,20181217,1020546,20,Legal
4805008165,60,2000,3200,20230815,1030657,30,Digitization
4805008166,10,1000,2100,20201002,1017768,17,Technology & Innovation
4805008166,40,4100,10M1,20190803,1032879,32,Supply Chain
4509003630,30,4100,1031,20260823,1012741,12,Information Technology
4805008168,20,2000,2100,20261002,1032201,32,Supply Chain
4805008169,50,1000,1031,20171111,1020312,20,Legal
4805008169,80,4100,1033,20200707,1035423,35,Sales & Marketing
4805008170,30,3000,3200,20200722,1027534,27,Manufacturing Support
4509003631,80,1000,3200,20210617,1017026,17,Technology & Innovation
4805008172,10,1000,1100,20240702,1017756,17,Technology & Innovation
4805008172,40,4100,1033,20180906,1028867,28,SS Global Procurement
4805008173,70,3000,10M2,20180608,1027078,27,Manufacturing Support
4805008174,20,2000,10M2,20250208,1015189,15,EHSS
4509003633,50,2000,2100,20250103,1030211,30,Digitization
4805008175,80,4100,10M2,20240901,1012411,12,Information Technology
4805008176,30,3000,10M1,20230420,1020522,20,Legal
4805008177,60,2000,1000,20240315,1015633,15,EHSS
4805008178,10,1000,3200,20190911,1020744,20,Legal
4509003635,20,3000,1000,20170228,1023396,23,Corporate Affairs
4805008179,70,3000,1033,20250722,1030066,30,Digitization
4805008180,20,2000,10M2,20210923,1027177,27,Manufacturing Support
4805008181,50,1000,1000,20210401,1017288,17,Technology & Innovation
4805008181,80,4100,1031,20230621,1035399,35,Sales & Marketing
4509003636,70,4100,10M1,20180226,1012581,12,Information Technology
4805008183,60,2000,1033,20240604,1027621,27,Manufacturing Support
4805008184,10,1000,1033,20180815,1012732,12,Information Technology
4805008184,40,4100,4100,20170412,1010843,10,Finance
4805008185,70,3000,3200,20251218,1028054,28,SS Global Procurement
4509003638,40,1000,1100,20210702,1028766,28,SS Global Procurement
4805008187,50,1000,1100,20171002,1032276,32,Supply Chain
4805008187,80,4100,4100,20230213,1025387,25,Human Resources
4805008188,30,3000,10M2,20240926,1027498,27,Manufacturing Support
4805008189,60,2000,3200,20180507,1015609,15,EHSS
4509003640,10,2000,1033,20180927,1025051,25,Human Resources
4805008190,40,4100,2100,20260410,1009831,9,Executive Office
4805008191,70,3000,3200,20210828,1020042,20,Legal
4805008192,20,2000,10M2,20201101,1012153,12,Information Technology
4805008193,50,1000,2100,20240314,1030264,30,Digitization
4509003641,60,3000,3200,20210809,1015236,15,EHSS
4805008194,30,3000,,20221203,1015486,15,EHSS
4805008195,60,2000,1100,20220306,1010597,10,Finance
4805008196,10,1000,1100,20230804,1030708,30,Digitization
4805008196,40,4100,2100,20220802,1015819,15,EHSS
4509003643,30,4100,1033,20181028,1010421,10,Finance
4805008198,20,2000,3200,20190916,1028141,28,SS Global Procurement
4805008199,50,1000,10M1,20261112,1010252,10,Finance
4805008199,80,4100,4100,20190322,1027363,27,Manufacturing Support
4805008200,30,3000,10M2,20250417,1012474,12,Information Technology
4509003645,80,1000,1000,20220210,1020606,20,Legal
4805008202,10,1000,1031,20221009,1017696,17,Technology & Innovation
4805008202,40,4100,1033,20230509,1035807,35,Sales & Marketing
4805008203,70,3000,10M2,20181015,1015018,15,EHSS
4805008204,20,2000,1100,20170325,1009129,9,Executive Office
4509003646,50,2000,2100,20220807,1032791,32,Supply Chain
4805008205,80,4100,10M2,20230210,1014351,14,SS Facility Mgt
4805008206,30,3000,3200,20190113,1032462,32,Supply Chain
4805008207,60,2000,1033,20240727,1028573,28,SS Global Procurement
4805008208,10,1000,10M2,20180304,1030684,30,Digitization
4509003648,20,3000,1031,20251218,1015076,15,EHSS
4805008209,70,3000,1000,20170203,1027006,27,Manufacturing Support
4805008210,20,2000,2100,20230918,1027117,27,Manufacturing Support
4805008211,50,1000,10M2,20261102,1028228,28,SS Global Procurement
4805008211,80,4100,10M2,20210628,1012339,12,Information Technology
4509003650,70,4100,10M2,20181113,1028261,28,SS Global Procurement
4805008213,60,2000,10M1,20260709,1028561,28,SS Global Procurement
4805008214,10,1000,3200,20170315,1032672,32,Supply Chain
4805008214,40,4100,2100,20240428,1035783,35,Sales & Marketing
4805008215,70,3000,2100,20210321,1023894,23,Corporate Affairs
4509003651,40,1000,1100,20250624,1020446,20,Legal
4805008217,50,1000,3200,20210604,1012705,12,Information Technology
4805008217,80,4100,2100,20180219,1014327,14,SS Facility Mgt
4805008218,30,3000,1000,20220918,1010438,10,Finance
4805008219,60,2000,4100,20250318,1027549,27,Manufacturing Support
4509003653,10,2000,10M1,20250807,1017631,17,Technology & Innovation
4805008220,40,4100,1031,20230722,1015056,35,Sales & Marketing
4805008221,70,3000,2100,20220416,1032882,32,Supply Chain
4805008222,20,2000,10M1,20191016,1030093,30,Digitization
4805008223,50,1000,10M1,20210326,1014204,14,SS Facility Mgt
4509003655,60,3000,1100,20220523,1012816,12,Information Technology
4805008224,30,3000,1033,20210526,1010426,10,Finance
4805008225,60,2000,2100,20230602,1012537,12,Information Technology
4805008226,10,1000,1100,20241101,1017648,17,Technology & Innovation
4805008226,40,4100,2100,20220504,1009759,9,Executive Office
4509003656,30,4100,2100,20170715,1028101,28,SS Global Procurement
4805008228,20,2000,1033,20200710,1030081,30,Digitization
4805008229,50,1000,4100,20231007,1027192,27,Manufacturing Support
4805008229,80,4100,4100,20221113,1035303,35,Sales & Marketing
4805008230,30,3000,10M1,20180121,1014414,14,SS Facility Mgt
4509003658,80,1000,2100,20250310,1027286,27,Manufacturing Support
4805008232,10,1000,1031,20230705,1017636,17,Technology & Innovation
4805008232,40,4100,10M1,20241210,1028747,28,SS Global Procurement
4805008233,70,3000,10M2,20190217,1012858,12,Information Technology
4805008234,20,2000,1033,20180107,1025069,25,Human Resources
4509003660,50,2000,1100,20190606,1028471,28,SS Global Procurement
4805008235,80,4100,10M2,20240421,1014291,14,SS Facility Mgt
4805008236,30,3000,4100,20210503,1028402,28,SS Global Procurement
4805008237,60,2000,1100,20180820,1010513,10,Finance
4805008238,10,1000,10M1,20260107,1009624,9,Executive Office
4509003661,20,3000,2100,20200118,1030656,30,Digitization
4805008239,70,3000,4100,20230525,1023846,23,Corporate Affairs
4805008240,20,2000,3200,20200313,1017057,17,Technology & Innovation
4805008241,50,1000,2100,20260823,1030168,30,Digitization
4805008241,80,4100,3200,20230301,1012279,12,Information Technology
4509003663,70,4100,1033,20220412,1035841,35,Sales & Marketing
4805008243,60,2000,1100,20240813,1030501,30,Digitization
4805008244,10,1000,1100,20180428,1015612,15,EHSS
4805008244,40,4100,1100,20180505,1028723,28,SS Global Procurement
4805008245,70,3000,4100,20201117,1020834,20,Legal
4509003665,40,1000,1033,20190902,1030126,30,Digitization
4805008247,50,1000,1100,20190325,1020156,20,Legal
4805008247,80,4100,1033,20261104,1020267,20,Legal
4805008248,30,3000,10M2,20220902,1027378,27,Manufacturing Support
4805008249,60,2000,3200,20210527,1028489,28,SS Global Procurement
4509003666,10,2000,2100,20211001,1028311,28,SS Global Procurement
4805008250,40,4100,1000,20171110,1030711,30,Digitization
4805008251,70,3000,1033,20190408,1014822,14,SS Facility Mgt
4805008252,20,2000,3200,20171109,1027033,27,Manufacturing Support
4805008253,50,1000,1000,20260926,1027144,27,Manufacturing Support
4509003668,60,3000,1100,20170301,1032496,32,Supply Chain
4805008254,30,3000,10M2,20251014,1028366,28,SS Global Procurement
4805008255,60,2000,10M1,20190628,1014477,14,SS Facility Mgt
4805008256,10,1000,3200,20230201,1030588,30,Digitization
4805008256,40,4100,1031,20261010,1023699,23,Corporate Affairs
4509003670,30,4100,3200,20230518,1028681,28,SS Global Procurement
4805008258,20,2000,3200,20190715,1012021,12,Information Technology
4805008259,50,1000,10M1,20180927,1017132,17,Technology & Innovation
4805008259,80,4100,3200,20260311,1023243,23,Corporate Affairs
4805008260,30,3000,2100,20180721,1032354,32,Supply Chain
4509003671,80,1000,2100,20250315,1010866,10,Finance
4805008262,10,1000,2100,20210621,1028576,28,SS Global Procurement
4805008262,40,4100,1031,20231115,1035687,35,Sales & Marketing
4805008263,70,3000,1031,20240515,1012798,12,Information Technology
4805008264,20,2000,3200,20170303,1030009,30,Digitization
4509003673,50,2000,3200,20181010,1012151,12,Information Technology
4805008265,80,4100,10M1,20260720,1023231,23,Corporate Affairs
4805008266,30,3000,4100,20231102,1012342,12,Information Technology
4805008267,60,2000,1100,20181112,1025453,25,Human Resources
4805008268,10,1000,1000,20240903,1027564,27,Manufacturing Support
4509003675,20,3000,1033,20210413,1035336,35,Sales & Marketing
4805008269,70,3000,3200,20170810,1020786,20,Legal
4805008270,20,2000,1033,20190224,1010897,10,Finance
4805008271,50,1000,3200,20230801,1027108,27,Manufacturing Support
4805008271,80,4100,4100,20181219,1023219,23,Corporate Affairs
4509003676,70,4100,1033,20190227,1010521,10,Finance
4805008273,60,2000,2100,20261211,1035441,35,Sales & Marketing
4805008274,10,1000,1000,20170114,1030552,30,Digitization
4805008274,40,4100,1000,20181011,1012663,12,Information Technology
4805008275,70,3000,10M2,20220310,1030774,30,Digitization
4509003678,40,1000,3200,20180813,1009706,9,Executive Office
4805008277,50,1000,10M1,20190611,1028096,28,SS Global Procurement
4805008277,80,4100,1031,20220520,1027207,27,Manufacturing Support
4805008278,30,3000,1031,20250413,1030318,30,Digitization
4805008279,60,2000,1100,20200803,1010176,30,Digitization
4509003680,10,2000,1033,20170114,1027891,27,Manufacturing Support
4805008280,40,4100,1000,20180306,1014651,14,SS Facility Mgt
4805008281,70,3000,10M1,20211201,1023762,23,Corporate Affairs
4805008282,20,2000,3200,20230916,1032873,32,Supply Chain
4805008283,50,1000,10M2,20220107,1012084,12,Information Technology
4509003681,60,3000,10M2,20240319,1035176,35,Sales & Marketing
4805008284,30,3000,3200,20180908,1015306,15,EHSS
4805008285,60,2000,4100,20201115,1015417,15,EHSS
4805008286,10,1000,1031,20210914,1017528,17,Technology & Innovation
4805008286,40,4100,4100,20230822,1012639,12,Information Technology
4509003683,30,4100,1033,20220907,1015361,15,EHSS
4805008288,20,2000,10M1,20250704,1014861,14,SS Facility Mgt
4805008289,50,1000,1100,20240123,1012072,12,Information Technology
4805008289,80,4100,10M2,20261101,1009183,9,Executive Office
4805008290,30,3000,1000,20230815,1015294,15,EHSS
4509003685,80,1000,10M2,20201013,1032546,32,Supply Chain
4805008292,10,1000,1100,20210327,1023516,23,Corporate Affairs
4805008292,40,4100,1100,20170623,1014627,14,SS Facility Mgt
4805008293,70,3000,3200,20261218,1009023,30,Digitization
4805008294,20,2000,4100,20181214,1009849,9,Executive Office
4509003686,50,2000,4100,20190826,1032731,32,Supply Chain
4805008295,80,4100,3200,20170325,1015171,15,EHSS
4805008296,30,3000,1000,20231009,1025282,25,Human Resources
4805008297,60,2000,10M1,20260316,1027393,27,Manufacturing Support
4805008298,10,1000,1100,20191106,1027504,27,Manufacturing Support
4509003688,20,3000,4100,20191005,1030016,30,Digitization
4805008299,70,3000,1033,20200603,1012726,12,Information Technology
4805008300,20,2000,1100,20240319,1028837,28,SS Global Procurement
4805008301,50,1000,3200,20200902,1017048,17,Technology & Innovation
4805008301,80,4100,10M1,20200410,1035159,35,Sales & Marketing
4509003690,70,4100,2100,20221021,1014201,14,SS Facility Mgt
4805008303,60,2000,4100,20241120,1030381,30,Digitization
4805008304,10,1000,2100,20230403,1010492,10,Finance
4805008304,40,4100,3200,20200604,1014603,14,SS Facility Mgt
4805008305,70,3000,3200,20231218,1028714,28,SS Global Procurement
4509003691,40,1000,1000,20180928,1012386,12,Information Technology
4805008307,50,1000,1000,20180719,1027036,27,Manufacturing Support
4805008307,80,4100,1033,20201119,1012147,12,Information Technology
4805008308,30,3000,3200,20190424,1012258,12,Information Technology
4805008309,60,2000,1000,20210314,1015369,15,EHSS
4509003693,10,2000,1100,20250218,1028571,28,SS Global Procurement
4805008310,40,4100,4100,20260208,1030591,30,Digitization
4805008311,70,3000,10M1,20170506,1025702,25,Human Resources
4805008312,20,2000,1031,20180102,1035813,35,Sales & Marketing
4805008313,50,1000,3200,20250515,1028024,28,SS Global Procurement
4509003695,60,3000,4100,20250527,1028756,28,SS Global Procurement
4805008314,30,3000,3200,20260624,1027246,27,Manufacturing Support
4805008315,60,2000,1031,20201204,1014357,14,SS Facility Mgt
4805008316,10,1000,1031,20260821,1012468,12,Information Technology
4805008316,40,4100,3200,20190513,1027579,27,Manufacturing Support
4509003696,30,4100,2100,20211021,1030041,30,Digitization
4805008318,20,2000,1100,20210403,1023801,23,Corporate Affairs
4805008319,50,1000,1000,20261209,1009012,9,Executive Office
4805008319,80,4100,2100,20260603,1017123,17,Technology & Innovation
4805008320,30,3000,3200,20250504,1035234,35,Sales & Marketing
4509003698,80,1000,10M2,20200907,1032226,32,Supply Chain
4805008322,10,1000,1000,20220805,1030456,30,Digitization
4805008322,40,4100,10M2,20211113,1010567,10,Finance
4805008323,70,3000,1033,20170825,1012678,12,Information Technology
4805008324,20,2000,4100,20200506,1012789,12,Information Technology
4509003700,50,2000,10M2,20170816,1010411,10,Finance
4805008325,80,4100,10M1,20230714,1028111,28,SS Global Procurement
4805008326,30,3000,3200,20200711,1027222,27,Manufacturing Support
4805008327,60,2000,3200,20220925,1014333,14,SS Facility Mgt
4805008328,10,1000,10M2,20200309,1009444,9,Executive Office
4509003701,20,3000,1000,20171121,1027596,27,Manufacturing Support
4805008329,70,3000,2100,20211211,1032666,32,Supply Chain
4805008330,20,2000,4100,20231126,1010777,10,Finance
4805008331,50,1000,1100,20220520,1020888,20,Legal
4805008331,80,4100,10M2,20201007,1009099,9,Executive Office
4509003703,70,4100,1100,20221115,1028781,28,SS Global Procurement
4805008333,60,2000,1031,20220902,1009321,9,Executive Office
4805008334,10,1000,1000,20191225,1030432,30,Digitization
4805008334,40,4100,10M2,20220306,1025543,25,Human Resources
4805008335,70,3000,10M2,20230703,1009654,9,Executive Office
4509003705,40,1000,2100,20181003,1014066,14,SS Facility Mgt
4805008337,50,1000,3200,20241219,1009876,9,Executive Office
4805008337,80,4100,1031,20171015,1010087,10,Finance
4805008338,30,3000,1033,20230326,1028198,28,SS Global Procurement
4805008339,60,2000,1031,20260210,1035309,35,Sales & Marketing
4509003706,10,2000,10M1,20200413,1035251,35,Sales & Marketing
4805008340,40,4100,10M2,20211209,1012531,12,Information Technology
4805008341,70,3000,1100,20241010,1014547,10,Finance
4805008342,20,2000,10M1,20220504,1028753,28,SS Global Procurement
4805008343,50,1000,1000,20250908,1015864,15,EHSS
4509003708,60,3000,1100,20200802,1027436,27,Manufacturing Support
4805008344,30,3000,4100,20170302,1020186,20,Legal
4805008345,60,2000,10M2,20170426,1017297,17,Technology & Innovation
4805008346,10,1000,1031,20220516,1027408,27,Manufacturing Support
4805008346,40,4100,10M1,20250304,1012519,12,Information Technology
4509003710,30,4100,1031,20240413,1012621,12,Information Technology
4805008348,20,2000,10M2,20200502,1020741,20,Legal
4805008349,50,1000,3200,20210614,1012852,12,Information Technology
4805008349,80,4100,1000,20241205,1014063,14,SS Facility Mgt
4805008350,30,3000,1033,20230403,1030174,30,Digitization
4509003711,80,1000,2100,20250712,1020806,20,Legal
4805008352,10,1000,1100,20190518,1035396,35,Sales & Marketing
4805008352,40,4100,10M2,20201017,1015507,15,EHSS
4805008353,70,3000,10M1,20260106,1032618,32,Supply Chain
4805008354,20,2000,10M1,20170309,1023729,23,Corporate Affairs
4509003713,50,2000,4100,20190502,1015091,15,EHSS
4805008355,80,4100,2100,20240224,1027051,27,Manufacturing Support
4805008356,30,3000,1100,20180127,1012162,12,Information Technology
4805008357,60,2000,1033,20220324,1012273,12,Information Technology
4805008358,10,1000,10M1,20250625,1017384,17,Technology & Innovation
4509003715,20,3000,1000,20190423,1032276,32,Supply Chain
4805008359,70,3000,4100,20260307,1023606,23,Corporate Affairs
4805008360,20,2000,2100,20210827,1032717,32,Supply Chain
4805008361,50,1000,4100,20170917,1028828,28,SS Global Procurement
